Time,Nome,Usuario,Tempo,Texto
Palmeiras,Statham Cabeludo,@JasonCabeludo,2m,"Todos fazem. Mas o palmeiras faz MUUUUUUITO MAIS… desde as entrevistas do Abel até o “protocolo Weverton”

É o time do grito"
Grêmio,Thiago Schönhof,@tschinoff,2m,Que coisa horrível essa fonte dourada da camisa do Grêmio
Santos,NPOMV | Zine,@npomvtt,2m," Ele faz tudo! Kauê Penna (Santos Bravos) comentou no cover que Jaehyun (BOYNEXTDOOR) postou de ""Menina de Vermelho"".

""Incrível brother, muito bom poder te ajudar com a pronúncia  que orgulho""."
São Paulo,pie roan ⋆,@jaovampire,2m,"um ingresso pra mim no dia 21/03 uni? moro em são paulo, tenho a roupa mas não tenho o ingresso"
Palmeiras,Hugo Bertovi,@HBertovi,2m,"Tem a opção mais provável, ROUBO A FAVOR DO PALMEIRAS"
Flamengo,versão masculina da Lolly Vômito,@sportstanx,2m,Os times mais ladrões do mund dps do Flamengo
Santos,gurgel,@orenangurgel,2m,meu sonho ser afilhado do hytalo santos 
Santos,É O TUBAS #SAFnoSantos,@Santao1912,2m,"Eu na hora do almoço pensando em como seria a vida se o Santos tivesse um presidente que ama o clube, que trabalhe para ele brigar por títulos e voltar a crescer"
Grêmio,João,@joaoandrade42,2m,que maldição é essa que todo jogo do Grêmio é narrado pelo Dan Dan
Vasco,Jorge Nicola,@jorgenicola,2m,"AO VIVO: TIMÃO, FLA, VERDÃO, SP, ZÊRO, GALO, VASCO, SANTOS, FLU, BOTA, GRENAL, MERCADO, LUSA+"
Corinthians,JULIO CAPALBO,@KING_CAPALBO,2m,"A Conmebol da libertadores do sorteio em 2026.
Os grupos de fases, dos seus nomes de três clubes, dos jogos, do Corinthians-tetracampeão da copa do Brasil?
#Libertadores, #CopaDoBrasil, #Conmebol e #Brasileirão2026."
Fluminense,JVzada,@JVguimaraesb21,2m,"Jogador vale 20
Fluminense vende 10
Jogador vale 15
Fluminese vende 5,5
Jogador vale 10
Fluminense vende 1 + metas que o jogador nunca bate
É muito amaradorismo !
É muita canalhice!!
Fora abutres!!"
Flamengo,JcFlamengo,@flamengo_jc,2m,Chegou a hora do flamengo dar o troco no palmeiras kkkk
São Paulo,bê pontes,@gato__comunista,2m,como vocês moram em são paulo.
Palmeiras,Catão,@carlosedcatao,2m,"Posso falar o mesmo do erro da Copa do Brasil que na foi pênalti eo Caleri tava impedido eo Palmeiras foi eliminado!
Esse sim foi o pior erro da história do var pois as imagens sumiram!"
Grêmio,Filipe,@filipe_lohn,2m,"Opinião impopular! 
Nem parece o Grêmio com esse uniforme aí."
São Paulo,Juliana,@julianaasouza9,2m,"vendo meus ingressos lollapalooza 2026

 lolla day
• 20 e 21 de março 
• meia entrada 

aceito cartão e Pix.

Me chama WhatsApp 
wa.me/5517997534590

tags: vendo, compro, vendo, ingresso, Lolla, festival, São Paulo, sexta, sábado, chama..!!.."
Santos,PELÉ o maior jogador da história O Rei do Futebol,@santista1963,2m,"Esse clube é uma desgraça, eu odeio demais o Santos, desejo tudo de ruim pra essa merda de clube, que seja rebaixado denovo e nunca mais volte pra Série A, o lugar desse timeco pequeno e insignificante é na Série B, anunciaram um estuprador, larguei de mão, que se foda o Santos."
Botafogo,Mazinho,@Mazinho0206,2m,Tá parecendo o goleiro do Botafogo kk
Vasco,lz,@lzmenz,2m,"Beleza e o mosaico da Ucrânia feito pelos *espectadores* tricolores devido ao espaço VAZIO no seto, já te incomodou o fato disso ou ainda tá chorando pensando no Vasco?"
Vasco,Michael the Jackson,@saudino0,2m,"Essa música foi cantada antes do primeiro gol, no momento do empate e da virada era ""Dale meu vasco"""
Flamengo,mavis. ❦,@cellvamp,2m,acho que meu look de amanha será uma blusinha cunt do flamengo
Flamengo,Nicki Magaj,@sepay1914,2m,"RAAAAAAAAAAAAAAAAANGEEEEEEEL FAZ MAIS UMA DEFESA ESPETÁCULAR SALVANDO NOVAMENTE O REMO

O PLACA : FLAMENGO 20 X 0 REMO"
Flamengo,Maxi Boeing,@Maxi_Boeing,2m,"Flamengo não recuou nada, tá tentando ir atrás do dinheiro da LFU usando a CBF, que pediu uma reunião pra “unificar” as ligas. Kkk tá fingindo de santo com os outros clubes da libra pra tentar abocanhar a parte da LFU 
@forte_uniao
 . Os malandros acham que ninguém está vendo kkk"
Palmeiras,Stif,@stifthunder,2m,A culpa e sua q começou Akele discurso covarde contra o Palmeiras ano passado seu bosta
Corinthians,inês | tetra,@brecoliars,2m,"essa merda desse jogo do corinthians sendo 21h30 e na prime video ainda, ai mereço mesmo"
Santos,dudisz,@BortolinEduarda,2m,eu odeio o Santos Futebol Clube e me recuso a assistir qualquer jogo desse time maldito enquanto o jack for treinador
Santos,Manoela Duarte,@ManoelaDuarte_,2m,"Mas a partir do momento que o time CONTINUA deixando isso acontecer, sim. Você citou um caso de ANOS atrás, o Santos contratou NO MOMENTO ATUAL. Enquanto Garrincha já nem está mais entre nós, o Santos segue com um jogador que homenageou um jogador condenado por estupro coletivo e"
Flamengo,jv ᶜʳᶠ,@jvzncrf_,2m,"VAMOOOOOOS PORRAAAAAA
PRA CIMA DELES FLAMENGOOOOOOOOOOOOO"
Palmeiras,Tio Carlos,@tiocarlos1951,3m,Incrível como o Palmeiras sempre é o vilão pra imprensa
Palmeiras,Palpitagem F.C.,@PalpitagemFC,3m,"Eu fui de 2 x 0 pro Palmeiras
Errei todos os outros"
Flamengo,Remista Realista,@RemistaRealista,3m,"Remo x Flamengo em campeonatos brasileiros:
5 jogos
3 vitórias do Remo
2 vitórias do Flamengo 

Hoje o Leão busca ampliar a vantagem enquanto a equipe carioca tentará se igualar nos confrontos 

#SérieA2026"
Flamengo,NEGA R4N9EL,@negarangel13,3m,Quando é com o são Paulo o discurso é outro! Ah se fosse o flamengo!
Corinthians,Crônica Alvinegra,@cronicaalvinegr,3m,"Dilui no contrato com um salário (obviamente) reduzido.

Patrocinadora paga o salário integral e o Corinthians paga a dívida num contrato de 24 meses.

Cancela essa asneira de metas, vai ganhar bicho igual todo mundo.

Se não quiser é só entrar na fila que um dia a gente paga e"
Fluminense,Tiago Dias de Azevedo,@tiagoazevedo80,3m,Kkkkkkkk contra o Vasco o Fluminense só transa com o bumbum guloso
Flamengo,FLA DA NAÇÃO,@FlaDaNacaoDois,3m,"Ta bom felca e qnd vc vai inventar a lei q proíbe o Ayrton Lucas de jogar pelo Flamengo? 

O povo quer saber isso"
Vasco,Otaviano Louzada,@OtavianoL,3m,"A alegria do vascaíno não deve ser comparada com nenhuma outra torcida. Jamais irão entender que uma criança, escolhe o Vasco para torcer, só por ouvir a história do clube e não pelos títulos conquistados."
Palmeiras,JcFlamengo,@flamengo_jc,3m,Mas quem rouba sempre num é o palmeiras? Kkkkk
Santos,Eterno aprendiz,@Cecelo147,3m,Acho que o Santos realmente superou todos os níveis do aceitável e afastou de vez o torcedor minimamente consciente
Internacional,Tay,@taylolxd,3m,"é mt legal assistir campeonato internacional, eu fico com muita vontade de jogar um league of legends "
Grêmio,MIDS,@MIDS22,3m,GRÊMIO
Cruzeiro,marininha carter,@marin4souza,3m,CRUZEIRO ESPORTE CLUBE
Santos,Sérgio Santos,@ZAMENZA,3m,"""Sonhei que Jendal estava em meu encalço. Qd não tinha mais forças para fugir, o príncipe guerreiro que não consigo ver o rosto me salvou..."" 
""Como queria acreditar nessa sua conexão com o sobrenatural""

Duda Santos e Érika Januza boas d+.#ANobrezadoAmor"
Internacional,RT Brasil,@rtnoticias_br,3m,"Lula abraça Lucía Topolansky, viúva de Pepe Mujica, na cerimônia de entrega do título de Doutor Honoris Causa ao ex-presidente

A homenagem reconhece a atuação de Mujica na vida pública e sua projeção internacional.

 Leia: 
s.rtbrasil.com/oru"
Corinthians,Vitu,@Th3EvilStar,3m,"Hoje tem o sorteio da liberta...

Vou chutar o Grupo : Boca, Corinthians, Santa fé e Sporting Cristal."
Palmeiras,André CBR,@ACBR84,3m,"Imagina... Da onde ele tá tirando isso?

Só pq ano passado tiraram na mão grande dois títulos do Palmeiras.. com coro dos rivais (pra não verem mais um título da sep)

Jornalista ou torcedor?"
Corinthians,Antony81,@Giopibe10,3m,"Nacional 
Corinthians 
Junior 
Platense"
Fluminense,Thales Siqueira,@Thales_s_cunha,3m,"Parece um relato qualquer, mas não é. 

A atitude certa, combinada com a música certa, faz jogador tirar energia de onde não tem. 

Aliás, é uma música que a torcida do Fluminense tem utilizado pouco, para a sorte dos adversários, pois concordo com o Mozer sobre ela."
Flamengo,Diogo Lins,@Diogolins82,3m,"Sabe deputado você e a torcida do Flamengo sabe que isso é inconstitucional, você cria uma lei sabidamente inconstitucional e quando o STF é provocado ele julga e diz que é inconstitucional aí você vai vir com o discurso de STF defende bandido.
Sabemos o modus operante"
Grêmio,Cachorro Gremista 𓃥,@CachorroGremio,3m,"Que loucura

Não parece ser o Grêmio que está em campo com esta camisa

KKKKKKKKK que sensação estranha"
Corinthians,Elyel ˢᶜᶜᵖ 2x,@elyelsccp,3m,Esse é freguês do Corinthians
Palmeiras,Futebol Acima de Tudo,@FutAcimadeTudo,3m,Esses caras do Palmeiras são muito cara de pau 
Santos,Marcos Cardoso,@MarcosC4502837,3m,"Concordo. Tem esse risco. Mas parece que o Santos também não tem ninguém interessado em vir. Então é o casamento ""perfeito""."
Palmeiras,Jorel777,@ronaldsousa777,4m,"Palmeiras precisa voltar urgentemente a voltar a joga série b, só assim para essa chatice acabar de vez"
Santos,analu d’padilha,@girrlpunk,4m,"eu tenho um ódio por esse tipo de gente, porque eles não sabem exercer sua fé e cuidar do seu espiritual, eles precisam pregar contra outras religiões a troco de nada, demonizar nossos santos e entidades a troco de nada, tomara que exu quebre os dedos dessa vagabunda mentirosa"
Grêmio,HIGOR,@Fute_RS,4m,"Sorteio dos grupos da Copa Sul Americana 2026 começa às 20h e tem transmissão da ESPN, Grêmio é cabeça de chave"
Fluminense,Leonardo Moraes,@LeodeMoraesPR,4m,Preparados para uma possível mudança de data de Paraná x Nacional que seria domingo dia 05/04? Nessa mesma data o Coritiba enfrente o Fluminense no Couto!
Palmeiras,Jailton Franco,@jailtonfranco7,4m,"O engraçado é a torcida que insultou o Abel Ferreira e a Leila( Que tiraram o Palmeiras da merda) saindo em defesa do Marlon. Veremos até quando. Pois aqui no RJ, nossa torcida não  cerca jogador com sua família pra ameaçar de forma covarde."
Palmeiras,caioooo,@blzanii,4m,"Todo jogo tem mimimi de vocês. Bom que a diretoria do Palmeiras parou de ser omissa, querem ficar jogando picuinha na internet, vão receber também!"
Santos,Rafael,@Rbreier01,4m,Ele quis dizer contra o santos...
Flamengo,FlamenGOL,@FlamenGOL_81,4m,"Saiuuuu a escalação para Flamengo x Remo - 20h

Qual seu palpite?? 
Me: 4 a 0 Malvadão"
Flamengo,naogostomasétri,@naogostomasetri,4m,"No mínimo, acontecem 3 ou mais episódios de violência, depredação e racismo naquelas bandas. Mas a imprensa salmoneira do RS passa panos quentes pra tudo. Os bastidores do aterro são do nível do Flamengo e do PCCorinthians quando se trata do extra campo."
Flamengo,Pedro | Apostas e Palpites,@APalpites,4m," Corinthians

Não vence há 3 rodadas e a sequência não será fácil: Flamengo, Fluminense, Internacional e Palmeiras.

Ou seja, precisa pontuar na Arena Condá

 Chapecoense

Invicta como mandante, mira se afastar do Z4 e tem o fator casa como maior aliado no Brasileirão."
Corinthians,Pedro | Apostas e Palpites,@APalpites,4m, Você precisa ficar de olho no mercado de cartões para Chapecoense x Corinthians.
São Paulo,"Frankito, o Curioso®",@WeiseFranklin,4m,"Interessante que em São Paulo não tem ruas em homenagem ao GV.  A propósito, o fato de a FGV ficar na 9 de julho é severas irônico."
São Paulo,andrew,@pjlandrew,4m,"esse lixo sempre menciona esse jogo pra se vitimizar, sendo que:

ganharam com a arbitragem prejudicando o são paulo dentro do morumbi

vocês são cínicos pra crl, torcida de filho da puta"
Corinthians,Pedro | Apostas e Palpites,@APalpites,4m," Não faça nenhuma aposta em Chapecoense x Corinthians sem antes ler o que eu pesquisei.

Explico aqui embaixo porque tem um mercado específico que vale a sua atenção."
Internacional,O Véio do Agro,@veiodoagro,4m,"Azar é seu também. Vai viver de ar? Vai vestir roupa plantando seu próprio algodão?  Setor atrasado sendo referência internacional no tema? Ok, você só quer ser do contra. 
Sobre o PIB deixo o site do IBGE pra vc ler e refletir."
Vasco,o fravinho do BF,@fravenriq,4m,"Marlon Freitas no Parmera, Savarino no Fru, Cuiabano no Vasco e agora Athur Jorge no Cruzeiro...
O botafoguense é tão desgraçado q ctz q teve aquele 2024 de glória só pra poder passar essa raiva em 2026"
Flamengo,cerriseven,@imsyren_,4m,"Literalmente qualquer coisa só muda se o Flamengo aceitar.
No Brasil nenhum outro clube tem tamanho poder"
Palmeiras,Renan,@palestraiT14,4m,"O palmeiras RESPONDEU o SP, quem nao tira quem da boca? Nao fode, bambi de merda! Vai sentar um no colo do outro no Morumbi final de semana?"
Flamengo,Ju Buonarroti Picasso Santi Alighieri da Vinci,@PicassoJu,4m,"Contra o Flamengo tudo é possível!!!!!!!
Se é permitido time ganhar a série B e dizer que é dono da série A enquanto outros times ganham dois títulos no mesmo ano, o que não pode acontecer contra nós?"
Corinthians,ℒuís ℛenato,@femonemal,4m,Fazendo uma caminhada    Vai Corinthians 
Palmeiras,Statham Cabeludo,@JasonCabeludo,4m,Que postura covarde e hipócrita do Anderson Barros… síntese do que é ser palmeiras
Flamengo,Marquinhos Assunçãoᶜʳᶠ,@MarquinhosAssu2,4m,Flamengo escalado com Leo Pereira e Pulgar pendurados confirmados e com Luiz Araujo de titular.
Grêmio,MateusVR,@mateusveerre,4m,"Camisa do Grêmio ficou muito descaracterizada, vai demorar pra acostumar."
Cruzeiro,Deego,@Diguegoeu,4m,Eu gostava de Um Cruzeiro Muito Louco  (sei nem se esse era o nome)
Flamengo,Lucas Sernajoto,@LucasSernajoto,4m,Ser Flamengo é bom demais!!!
São Paulo,Carla Sampaio,@Carlasampaio78,4m,Aposto que é no Nordeste pq são Paulo o negócio é triste
Flamengo,Allan Costaᶜʳᶠ,@Falatu_Allan,4m,"Pra cima deles, Flamengo!"
Grêmio,mimin ’ ¹⁹⁰³,@mimindogremio,4m,esse uniforme do grêmio tá um espetáculo
Grêmio,Duh,@duhbvb,5m,Bah essa camisa do Grêmio até que é bonita mas fica meio estranho na transmissão vendo de longe
Grêmio,Luiz Filipe Macedo,@lzfmacedo,5m,"A grande questão é:

As camisas do ano passado já estão baratinhas na Grêmio Mania?"
São Paulo,JaqueTAEL-,@Taelforever2,5m,"Chato o que eles fazem…Sempre assim, choram a semana toda! O mais bizarro é que eles são favorecidos e estão questionando o direito do São Paulo de reclamar! Que loucura isso!"
Flamengo,F.R Tetra,@asteristicorj,5m,Pra ter conversa é inaceitável algum clube do Brasil ganhar a mesma coisa que o flamengo.
Flamengo,Riuler,@1921riuler,5m,"Venderam a Libra como a Liga exemplo, todo dia tinha nota de jornalista de determinada emissora sobre...
A Libra ruiu com o abandono dos clubes, Filho de Ministro comecou a ameaçar clubes, e agora o Flamengo tomou frente e incrivelmente,  a CBF quer organizar uma liga com apoio"
Flamengo,Filipinho,@OliverFelipee,5m,"Banho tomado, cerveja gelando, agora só esperar a hora pra passar raiva com o Flamengo"
Corinthians,Victor Ribeiro,@vyctor68,5m,"Corinthians
Nacional
Rosário Central 
Tolima"
Internacional,MarceLLLo ♱ ؘ,@mac_nascimento,5m,"total, o jogo foi ruim sim, mas tão pedindo a cabeça de um time que tem 1 mês com envy junto, a fúria no primeiro Internacional Tb foi mal , mantiveram o projeto e depois eles mostraram evolução"
Flamengo,Mengo Cria,@mengocria_,5m,"O West Ham United segue monitorando Léo Pereira e avalia uma investida no meio do ano.

O Flamengo, porém, mantém posição firme: só negocia o titular mediante pagamento da multa, na casa dos 60 milhões de euros.

O valor é considerado alto pelo clube inglês, que, por enquanto,"
Palmeiras,aaaquaarioˢᵉᵖ,@aaaquaario,5m,"Quando pegou o Palmeiras tremeu mais que batedeira velha 

Todos temem o colossal "
Grêmio,MayconGamesSoccer,@maycom1981,5m,"BOLA ROLANDO!

Grêmio x Vitória

#GRExVIT #Brasileirão2026"
Fluminense,Lz News Flu | Igor Lanzinni,@igorlznews,5m,"Sobre o jogo: até os 20 minutos da etapa final, o Fluminense dava uma aula no Vasco, mas o futebol é imprevisível. Eles encontraram um gol num lance bobo do Renê, a torcida inflamou e o Vasco buscou a virada. O futebol é cruel; ontem sentimos na pele a dureza desse esporte."
Flamengo,Igor D.,@Igordias201,5m,"Me explica comp vai vender bem, se o time do Flamengo foi feito pra ser campeão agora?"
Botafogo,WiliamFla10,@WiliamFla10,5m,"Anderson, quem começou a falar sobre isso foi seu técnico. 

Aliás, falou antes mesmo do jogo contra o Botafogo. 

Rui apenas respondeu algo que vocês  instauraram

Mas isso aí e método...

Abel ta a 2 semanas falando desse jogo ..

Sabendo que teria o clássico nas próximas"
Grêmio,cassi,@whoisthecassi,5m,Vamo Grêmio!
Fluminense,Nicolas Souza,@nicolassouza2,5m,adm do Fluminense fica igual adolescente e esses cara batem palma kkkkkk dá nem pra levar a sério
São Paulo,gabriela,@rochpgabi,5m,to indo pra um lugar e tá tudo tão parado que se eu estivesse indo a pé iria mais rápido and this is são paulo
Flamengo,Davidᶜʳᶠ ᕦᕤ,@JustDavid3103,5m,"Flamengo
Lanus
Quicombo Unido
Barcelona

Você viu pela primeira vez aqui"
Palmeiras,jean andrade,@jeanand59571831,5m,"Vamos lá
2021 Palmeiras campeão da libertadores (eliminando o sp)
2022 Palmeiras campeão brasileiro (bateu o São Paulo no Morumbi)
2023 de novo campeão brasileiro (massacre no returno 5x0)
2024 Palmeiras tricampeonato paulista 
2025 ganhamos todas do SP
2026 denovo…
Vai falando."
Grêmio,Andre_SilvaRS,@Andre_SilvaRS,5m,"Nadadores do Grêmio Náutico União dominam segunda etapa do Brasileiro de Águas Abertas
gauchazh.clicrbs.com.br/esportes/notic
…"
Vasco,Danilo Felix,@dansfelix,5m,"Concordo mas minha única ressalva é a seguinte: sim, torcida grande em clássico tb ganha jogo. Vasco não teria virado sem ter 70% do estádio a favor."
Palmeiras,Rafael Emiliano AVANTE MEU TRICOLOR,@rafaelemilianoo,5m,"ESCALAÇÃO PARA O CLÁSSICO: Lateral ainda é dúvida para clássico e Roger começa a decidir sobre substituto de Lucas

O São Paulo realizou nesta quinta-feira (19) o primeiro de dois treinos com foco no clássico contra o Palmeiras, que será disputado no Morumbi a partir das 21h (de"
Botafogo,Billy,@BillyAlves4,6m,"Vc só piora kkkk 
ANTES de Parmalat existir o Palmeiras batia de frente c Santos de Pelé e c o Botafogo, e tava sendo campeão nacional,enquanto isso seu time fugia de campo e vivia de carioca ."
Palmeiras,Mary,@_MaryXD,6m,me chamarão de pé frio e me mandarão torcer para o palmeiras
Fluminense,𝐆𝐢𝐥𝐞𝐚𝐝𝐞 𝐌𝐚𝐢𝐚 (gile),@principe_1991,6m,Kkkk fluminense e botafogo muito aleatório alí no meio
Flamengo,Leandro filho do pai e OCTA,@Leandro86367945,6m,"Vamos com paqueta no banco 
@Flamengo
 pra cima deles"
Palmeiras,Marco Bortolossoⓟ,@M_Bortolosso,6m,"Achei muito ""fofo"" essa resposta!! Tinha que ser mais duro, dando tapa na mesa e o escambau!
Palmeiras foi muito prejudicado depois desse episódio com campanha contra e tudo mais!!
E o São Paulo que se acha ""coitadinho"" foi usado de MASSA DE MANOBRA do cheirinho!!"
Flamengo,FlaInsider_1,@FlaInsider_1,6m,"Flamengo escalado 

CRF"
Corinthians,gato tier,@tierlist90,6m,Kkkkkkkkkkkkk VAI CORINTHIANS
Vasco,João Pedro,@joaopcaldass,6m,"Neymar não jogou NADA contra o Vasco?

Tu tá dizendo que ele só fez os 2 gols (2 golaços inclusive) e nada mais? Tu assistiu o jogo?

Aliás, tu vê o tanto de lançamento e enfiada de bola que ele dá, que no Santos não dá em nada, mas na seleção COM CERTEZA seria mais letal?"
Grêmio,Freitas,@geromorte,6m,Aquele link de grêmio x vitória CADE????
Botafogo,;),@gutlouzada,6m,Vc não para de falar do Botafogo 1 segundo heim! Que isso.
Corinthians,Alexandre,@Corinthianss93,6m,"Eu falo e repito quando veio para Corinthians 
Merecia o rebaixamento 
Tomara que esse time caia"
Flamengo,Matheus Leal,@matheusleal1,6m,Flamengo escalado para a partida contra o Remo.
Grêmio,Ailton Junior,@AiltonJunior_93,6m,O número nesse novo uniforme do Grêmio é simplesmente impossível de se ver
Flamengo,アレクサンドル・ジェス,@GesuAlexandre,6m,"“qm foi o seu primeiro amor ?”

– O Flamengo, ele continua sendo e sempre será."
Cruzeiro,Melhores Destinos,@passagensaereas,6m,"Como planejar seu cruzeiro e economizar: dicas ao vivo!
melhores.la/ufMsh7"
Flamengo,Pretinha ზ,@KeepCalmDhebora,6m,Flamengo entra em campo daqui a pouco e eu não estou no Maracanã pra ver esse jogo. 
Grêmio,ezequiel,@ezequielcomenta,6m,VAMO PRA CIMA GRÊMIO
Flamengo,Junior Thomaz.,@OprimeJN1,6m,"Gabriel é um marco na história do Flamengo. Personificação do rubro negro em campo, além de ser decisivo e iluminado pra caralho. Esse FDP fazia muita merda, mas em finais, ele tava lá pra cravar sempre. Ídolo eterno."
Flamengo,Henry Hugo Ekitikeᶜʳᶠ,@marruht,6m,"FLAMENGO PACARALHO, PORRA"
Grêmio,Arena Rubro-Negra,@ArenaRubroECV,6m,"COMEÇA O JOGO! Grêmio x Vitória

 Transmissão AO VIVO: 
youtube.com/watch?v=awtz3H
…"
Cruzeiro,Tretas Cruzeiro,@Tretascruzeiro,6m,Vou falar uma vez pra vc entender todas as maiores torcidas organizadas do cruzeiro estao no bolso do Pedrinho e nunca nunca vao la reclamar e n recebem pouco n fora os ingressos ônibus fretados  alimentação eles nunca foram cruzeirenses de verdade
Palmeiras,Espetacular Wilson Mateus,@arielcabeludo,6m,"Nao e atoa que o tanso canta ""meu palmeiras, meu palmeiras"" no hino, qi negativo n decepciona, nunca.. SAVOIA É MEU OVO"
